network_size,run,seed,clusters,baseline_max_concentration,security_max_concentration,absolute_difference,relative_reduction_percent,baseline_cluster_size_std,security_cluster_size_std,baseline_time_sec,security_time_sec
500,13,120012,23,0.22727272727272727,0.13043478260869565,0.09683794466403162,42.608695652173914,1.3217547325894201,1.7637097087556368,0.0007244580192491412,0.0027239999908488244
500,14,120013,23,0.2608695652173913,0.13636363636363635,0.12450592885375494,47.72727272727273,0.963770592485946,1.6016296049038141,0.0006994589930400252,0.0026988330064341426
500,15,120014,23,0.25,0.13636363636363635,0.11363636363636365,45.45454545454546,1.5438261590885698,1.629762707333015,0.000691708002705127,0.0027152499824296683
500,16,120015,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.09616651457157,1.4211836073673951,0.0006993749993853271,0.002675708004971966
500,17,120016,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.2142109785351378,1.7113894223527009,0.0006920000014360994,0.0028223750123288482
500,18,120017,23,0.19047619047619047,0.13636363636363635,0.05411255411255411,28.40909090909091,0.91539317456032,1.2869057782967013,0.0006965000065974891,0.002681624988326803
500,19,120018,23,0.17391304347826086,0.13636363636363635,0.03754940711462451,21.590909090909093,1.629762707333015,1.5729934203280245,0.0007197920058388263,0.0027335420018061996
500,20,120019,23,0.21739130434782608,0.13636363636363635,0.08102766798418973,37.27272727272727,1.0538842141140996,1.8145220082922873,0.0007009160181041807,0.0027329160075169057
500,21,120020,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.2510864843424485,1.6016296049038141,0.0007025419909041375,0.0027237080212216824
500,22,120021,23,0.19047619047619047,0.13636363636363635,0.05411255411255411,28.40909090909091,0.963770592485946,1.6574183458386509,0.0007023750222288072,0.0026797919999808073
500,23,120022,23,0.19047619047619047,0.13636363636363635,0.05411255411255411,28.40909090909091,1.3217547325894201,1.452815176393368,0.0006969159876462072,0.002696459006983787
500,24,120023,23,0.2727272727272727,0.13636363636363635,0.13636363636363635,50.0,1.3557081780499889,1.5140971298358223,0.0006983329949434847,0.002708874992094934
500,25,120024,23,0.21739130434782608,0.13636363636363635,0.08102766798418973,37.27272727272727,1.09616651457157,1.7113894223527009,0.0007008330139797181,0.0027110840019304305
500,26,120025,23,0.22727272727272727,0.13636363636363635,0.09090909090909091,40.0,1.5140971298358223,1.3217547325894201,0.0006947919900994748,0.0027073330129496753
500,27,120026,23,0.20833333333333334,0.13043478260869565,0.0778985507246377,37.39130434782609,1.5729934203280245,1.7377464849194206,0.0006902920140419155,0.002713249996304512
500,28,120027,23,0.3181818181818182,0.13636363636363635,0.18181818181818182,57.14285714285715,1.4211836073673951,1.8394018618796073,0.0006984999927226454,0.002693959017051384
500,29,120028,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.1761799222424119,1.5438261590885698,0.0006963750056456774,0.0026873750030063093
500,30,120029,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.1761799222424119,1.7892962380969744,0.0006912499957252294,0.0026916659844573587
1000,1,130000,32,0.1935483870967742,0.125,0.06854838709677419,35.416666666666664,1.4591203713417602,1.951012970972573,0.0019835839921142906,0.007466374983778223
1000,2,130001,32,0.25,0.125,0.125,50.0,1.545023227719748,1.646109783506203,0.0018465409812051803,0.007266500004334375
1000,3,130002,32,0.2,0.12121212121212122,0.0787878787878788,39.3939393939394,1.5026857675938214,1.778001778002667,0.0018529999942984432,0.007403165975119919
1000,4,130003,32,0.20588235294117646,0.125,0.08088235294117646,39.285714285714285,1.4142135623730951,1.4591203713417602,0.0018494999967515469,0.0074223330011591315
1000,5,130004,32,0.21212121212121213,0.12121212121212122,0.09090909090909091,42.857142857142854,1.7038855027411943,1.967477507351859,0.0018544170015957206,0.007426625001244247
1000,6,130005,32,0.22580645161290322,0.12121212121212122,0.104594330400782,46.32034632034632,1.1639753904947558,1.7597653802562394,0.001857582974480465,0.007396375003736466
1000,7,130006,32,0.23529411764705882,0.125,0.11029411764705882,46.875,1.4810632623547093,1.4142135623730951,0.0018291250162292272,0.007361416995991021
1000,8,130007,32,0.18181818181818182,0.11428571428571428,0.06753246753246754,37.142857142857146,1.2181424250644648,1.796053020267749,0.0018302500247955322,0.007306999992579222
1000,9,130008,32,0.2,0.12121212121212122,0.0787878787878788,39.3939393939394,1.545023227719748,2.063507818286384,0.0018297089845873415,0.0073477499827276915
1000,10,130009,32,0.23333333333333334,0.125,0.10833333333333334,46.42857142857143,1.4591203713417602,1.778001778002667,0.001840209006331861,0.00730816600844264
1000,11,130010,32,0.24242424242424243,0.12121212121212122,0.12121212121212122,50.0,1.4591203713417602,2.063507818286384,0.0018175420118495822,0.007274917006725445
1000,12,130011,32,0.22580645161290322,0.125,0.10080645161290322,44.64285714285714,1.5862310778250641,1.6263951827039396,0.0018387090240139514,0.007256125012645498
1000,13,130012,32,0.21875,0.125,0.09375,42.857142857142854,1.5026857675938214,1.545023227719748,0.0018176660232711583,0.007337291986914352
1000,14,130013,32,0.21875,0.12121212121212122,0.09753787878787878,44.58874458874459,1.4142135623730951,1.831621879558502,0.0018265419930685312,0.0072905829874798656
1000,15,130014,32,0.2,0.12121212121212122,0.0787878787878788,39.3939393939394,1.4368424162141993,2.3417666339201983,0.0018109999946318567,0.007249083981150761
1000,16,130015,32,0.20588235294117646,0.11428571428571428,0.09159663865546218,44.48979591836735,1.646109783506203,2.0160645150967413,0.0018222910002805293,0.007292124995728955
1000,17,130016,32,0.23333333333333334,0.11428571428571428,0.11904761904761905,51.02040816326531,1.3678332288460768,2.1997067253202993,0.001813707989640534,0.0073966250056400895
1000,18,130017,32,0.1875,0.12121212121212122,0.06628787878787878,35.35353535353536,1.6263951827039396,1.7038855027411943,0.0018632079882081598,0.007376875000772998
1000,19,130018,32,0.25806451612903225,0.125,0.13306451612903225,51.5625,1.2181424250644648,1.778001778002667,0.0018528329965192825,0.0074834580009337515
1000,20,130019,32,0.18181818181818182,0.12121212121212122,0.06060606060606061,33.33333333333333,1.545023227719748,1.8837162994395398,0.0018748330185189843,0.007392041996354237
1000,21,130020,32,0.2903225806451613,0.125,0.1653225806451613,56.94444444444444,1.545023227719748,1.5862310778250641,0.0018547500076238066,0.0072826660179998726
1000,22,130021,32,0.18181818181818182,0.125,0.05681818181818182,31.25,1.1071614388213236,1.684847078348464,0.0018322920077480376,0.007302959013031796
1000,23,130022,32,0.25806451612903225,0.12121212121212122,0.13685239491691104,53.03030303030303,1.2443420336765103,2.3417666339201983,0.00182020798092708,0.007175250008003786
1000,24,130023,32,0.20689655172413793,0.125,0.08189655172413793,39.58333333333333,1.4591203713417602,1.7038855027411943,0.001830708992201835,0.007324791979044676
1000,25,130024,32,0.1935483870967742,0.12121212121212122,0.07233626588465297,37.37373737373737,1.1359236684941296,1.831621879558502,0.0018300839874427766,0.0072587500035297126
1000,26,130025,32,0.25806451612903225,0.11428571428571428,0.14377880184331798,55.714285714285715,1.5026857675938214,2.109884571066817,0.0018405830196570605,0.007280541001819074
1000,27,130026,32,0.16666666666666666,0.125,0.04166666666666666,24.999999999999993,0.9837387536759294,1.3912166872805047,0.001859708980191499,0.00724370899843052
1000,28,130027,32,0.26666666666666666,0.125,0.14166666666666666,53.125,1.796053020267749,1.7038855027411943,0.0018457499973010272,0.007232582982396707
1000,29,130028,32,0.22580645161290322,0.12121212121212122,0.104594330400782,46.32034632034632,1.7038855027411943,1.8665130505147656,0.0018198330071754754,0.00727116598864086
1000,30,130029,32,0.21875,0.12121212121212122,0.09753787878787878,44.58874458874459,1.4810632623547093,1.778001778002667,0.0018277920025866479,0.007268916990142316
